wall_state,neel_state
-0.04393684725055791,-0.04583264571623602
-0.05038399879643102,-0.04943230107512407
-0.05673294000019846,-0.05330368715212349
-0.06299489487795129,-0.05740806679254899
-0.06918025980430226,-0.06170416993807618
-0.07529839874854055,-0.0661486881901965
-0.08135745135825828,-0.07069679072917025
-0.08736415671014802,-0.07530265244822733
-0.09332369552039627,-0.07991998513087509
-0.09923955352243907,-0.08450256269226507
-0.10511340857382234,-0.08900473191282984
-0.11094504384415566,-0.093381900696484
